time_sec,rpm,reason
68.050,7317,No spark found after trigger
68.054,7317,No spark found after trigger
68.058,7317,No spark found after trigger
68.062,7317,No spark found after trigger
68.066,7317,No spark found after trigger
68.070,7317,No spark found after trigger
68.075,7317,No spark found after trigger
68.079,7317,No spark found after trigger
68.083,7317,No spark found after trigger
68.087,7317,No spark found after trigger
68.091,7317,No spark found after trigger
68.095,7317,No spark found after trigger
68.099,7317,No spark found after trigger
68.103,7317,No spark found after trigger
68.107,7317,No spark found after trigger
68.111,7317,No spark found after trigger
68.115,7317,No spark found after trigger
68.120,7317,No spark found after trigger
68.124,7317,No spark found after trigger
68.128,7317,No spark found after trigger
68.132,7317,No spark found after trigger
68.136,7317,No spark found after trigger
68.140,7317,No spark found after trigger
68.144,7317,No spark found after trigger
68.148,7317,No spark found after trigger
68.152,7317,No spark found after trigger
68.156,7317,No spark found after trigger
68.161,7317,No spark found after trigger
68.165,7317,No spark found after trigger
68.169,7317,No spark found after trigger
68.173,7317,No spark found after trigger
68.177,7317,No spark found after trigger
68.181,7317,No spark found after trigger
68.185,7317,No spark found after trigger
68.189,7317,No spark found after trigger
68.193,7317,No spark found after trigger
68.198,7317,No spark found after trigger
68.202,7317,No spark found after trigger
68.206,7317,No spark found after trigger
68.210,7317,No spark found after trigger
68.214,7317,No spark found after trigger
68.218,7317,No spark found after trigger
68.222,7317,No spark found after trigger
68.226,7317,No spark found after trigger
68.230,7317,No spark found after trigger
68.234,7317,No spark found after trigger
68.239,7317,No spark found after trigger
68.243,7317,No spark found after trigger
68.247,7317,No spark found after trigger
68.251,7317,No spark found after trigger
68.255,7317,No spark found after trigger
68.259,7317,No spark found after trigger
68.263,7317,No spark found after trigger
68.267,7317,No spark found after trigger
68.271,7317,No spark found after trigger
68.275,7317,No spark found after trigger
68.279,7317,No spark found after trigger
68.284,7317,No spark found after trigger
68.288,7317,No spark found after trigger
68.292,7317,No spark found after trigger
68.296,7317,No spark found after trigger
68.300,7317,No spark found after trigger
68.304,7317,No spark found after trigger
68.308,7317,No spark found after trigger
68.312,7317,No spark found after trigger
68.316,7317,No spark found after trigger
68.320,7317,No spark found after trigger
68.325,7317,No spark found after trigger
68.329,7317,No spark found after trigger
68.333,7317,No spark found after trigger
68.337,7317,No spark found after trigger
68.341,7317,No spark found after trigger
68.345,7317,No spark found after trigger
68.349,7317,No spark found after trigger
68.353,7317,No spark found after trigger
68.357,7317,No spark found after trigger
68.362,7317,No spark found after trigger
68.366,7317,No spark found after trigger
68.370,7317,No spark found after trigger
68.374,7317,No spark found after trigger
68.378,7317,No spark found after trigger
68.382,7317,No spark found after trigger
68.386,7317,No spark found after trigger
68.390,7317,No spark found after trigger
68.394,7317,No spark found after trigger
68.398,7317,No spark found after trigger
68.403,7317,No spark found after trigger
68.407,7317,No spark found after trigger
68.411,7317,No spark found after trigger
68.415,7317,No spark found after trigger
68.419,7317,No spark found after trigger
68.423,7317,No spark found after trigger
68.427,7317,No spark found after trigger
68.431,7317,No spark found after trigger
68.435,7317,No spark found after trigger
68.439,7317,No spark found after trigger
68.444,7317,No spark found after trigger
68.448,7317,No spark found after trigger
68.452,7317,No spark found after trigger
68.456,7317,No spark found after trigger
68.460,7317,No spark found after trigger
68.464,7317,No spark found after trigger
68.468,7317,No spark found after trigger
68.472,7317,No spark found after trigger
68.476,7317,No spark found after trigger
68.480,7317,No spark found after trigger
68.484,7317,No spark found after trigger
68.489,7317,No spark found after trigger
68.493,7317,No spark found after trigger
68.497,7317,No spark found after trigger
68.501,7317,No spark found after trigger
68.505,7317,No spark found after trigger
68.509,7317,No spark found after trigger
68.513,7317,No spark found after trigger
68.517,7317,No spark found after trigger
68.521,7317,No spark found after trigger
68.525,7317,No spark found after trigger
68.530,7317,No spark found after trigger
68.534,7317,No spark found after trigger
68.538,7317,No spark found after trigger
68.542,7317,No spark found after trigger
68.546,7317,No spark found after trigger
68.550,7317,No spark found after trigger
68.554,7317,No spark found after trigger
68.558,7317,No spark found after trigger
68.562,7317,No spark found after trigger
